czech_word	english_translation	czech_sentence	english_sentence
seznámit	to introduce	Seznámil nás spolu.	He introduced us together.
koukat	to look	Koukám na něj.	I look at him.
zpravidla	usually	Zpravidla chodím brzy.	I usually walk early.
hrozně	terribly	Hrozně mě to bolí.	It hurts me terribly.
vydání	edition	Vydání knihy vyšlo.	The book edition was released.
km	km	Mám tři km před sebou.	I have three km ahead.
zaměřit	to focus	Zaměřil se na detail.	He focused on the detail.
čínský	Chinese	Čínský tým vyhrál.	The Chinese team won.
omezený	limited	Omezený přístup platí.	Limited access applies.
internetový	online	Internetový obchod roste.	The online shop grows.
viditelný	visible	Viditelný rozdíl vznikl.	A visible difference appeared.
seriál	series	Seriál skončil včera.	The series ended yesterday.
svobodný	free	Svobodný člověk rozhodl.	The free person decided.
částice	particle	Částice se pohybuje.	The particle moves.
víc	more	Mám víc práce.	I have more work.
uvnitř	inside	Uvnitř je tma.	It is dark inside.
popis	description	Popis není přesný.	The description is not exact.
vzdát	to give up	Vzdal to příliš brzy.	He gave up too early.
onemocnění	illness	Onemocnění trvá dlouho.	The illness lasts long.
díra	hole	Díra je hluboká.	The hole is deep.
naposledy	last time	Naposledy jsem ho viděl.	I saw him last time.
zásah	intervention	Zásah byl nutný.	The intervention was necessary.
kdykoli	anytime	Kdykoli přijdu domů.	I come home anytime.
přiblížit	to approach	Přiblížil se tiše.	He approached quietly.
projevovat	to show	Projevuje velkou snahu.	He shows great effort.
váha	weight	Váha rychle klesá.	The weight drops quickly.
útočník	attacker	Útočník utekl ven.	The attacker ran outside.
břicho	stomach	Břicho mě bolí.	My stomach hurts.
stihnout	to manage	Stihl to včas.	He managed it in time.
sluneční	solar	Sluneční světlo slábne.	Solar light weakens.
povědět	to tell	Pověděl mi pravdu.	He told me the truth.
podivný	strange	Podivný zvuk zněl.	A strange sound echoed.
podpořit	to support	Podpořil celý tým.	He supported the whole team.
komora	chamber	Komora je prázdná.	The chamber is empty.
sbor	choir	Sbor zpíval krásně.	The choir sang beautifully.
představení	performance	Představení začalo pozdě.	The performance started late.
symbol	symbol	Symbol je jasný.	The symbol is clear.
jelikož	since	Jelikož prší, čekám.	Since it rains, I wait.
planeta	planet	Planeta se otáčí.	The planet rotates.
příspěvek	contribution	Příspěvek byl schválen.	The contribution was approved.
nábytek	furniture	Nábytek dorazil dnes.	The furniture arrived today.
architekt	architect	Architekt navrhl dům.	The architect designed the house.
výzva	challenge	Výzva byla těžká.	The challenge was hard.
udržovat	to maintain	Udržuji čistý stůl.	I maintain a clean table.
zamířit	to head	Zamířil domů rychle.	He headed home quickly.
náhodou	by chance	Náhodou jsem ho potkal.	I met him by chance.
skladba	composition	Skladba zněla krásně.	The composition sounded beautiful.
zasmát	to laugh	Zasmál se tiše.	He laughed quietly.
